TaskID,ProjectID,ProjectDiscipline,Status,Description,Location,Created,Target,Actual,Delay,Priority,Overdue,RootCause,Risk,Hours,Comments,AssignedTo,TeamCapacityHours
T-1402,PRJ007,PRJ-STR,Closed,Electrical Installation,Grid A5,06/04/2025,06/26/2025,06/23/2025,-3.0,High,False,None,Low,76.7,Completed 3 day(s) ahead of schedule,Asha Verma,40
T-1403,PRJ033,PRJ-SITE,Closed,Plumbing Work,Basement,03/16/2025,04/10/2025,04/11/2025,1.0,High,True,Site Constraint,High,66.6,Delay of 1 day(s) associated with site constraint,Dev Kapoor,40
T-1404,PRJ027,PRJ-MEP,Closed,Electrical Installation,Basement,10/10/2025,10/20/2025,10/22/2025,2.0,Low,True,Approval Delay,Low,67.6,Delay of 2 day(s) associated with approval delay,Priya Nair,40
T-1405,PRJ058,PRJ-MEP,Closed,Painting and Finishes,Mechanical,05/08/2024,05/18/2024,05/17/2024,-1.0,High,False,None,Low,89.6,Completed 1 day(s) ahead of schedule,Suresh Kumar,40
T-1406,PRJ054,PRJ-STR,Open,Curtain Wall Installation,South Facade,12/04/2025,12/08/2025,,-7.0,High,False,None,Low,42.6,Completed 7 day(s) ahead of schedule,Meena Pillai,30
T-1407,PRJ088,PRJ-MEP,In Progress,Underground Utilities,Grid A5,02/10/2025,03/01/2025,,-1.0,Medium,False,None,High,26.2,Completed 1 day(s) ahead of schedule,Arjun Desai,40
T-1408,PRJ092,PRJ-STR,In Progress,Site Preparation,Roof,10/26/2024,11/19/2024,,-1.0,High,False,None,Low,64.6,Completed 1 day(s) ahead of schedule,Lakshmi Iyer,40
T-1409,PRJ078,PRJ-SITE,In Progress,Electrical Installation,Roof,07/05/2024,07/19/2024,,6.0,Low,False,Equipment Failure,High,97.9,Delay of 6 day(s) associated with equipment failure,Rajan Mehta,40
T-1410,PRJ020,PRJ-ARC,On Hold,Flooring Work,Grid A5,06/27/2025,07/04/2025,,5.0,High,False,Approval Delay,Medium,125.6,Delay of 5 day(s) associated with approval delay,Asha Verma,40
T-1411,PRJ005,PRJ-MEP,Closed,Plumbing Work,North Wing,12/13/2025,12/24/2025,12/31/2025,7.0,Medium,True,Approval Delay,High,98.5,Delay of 7 day(s) associated with approval delay,Dev Kapoor,40
T-1412,PRJ090,PRJ-SITE,On Hold,Curtain Wall Installation,South Facade,05/18/2025,06/01/2025,,7.0,Medium,False,Weather Delay,High,31.0,Delay of 7 day(s) associated with weather delay,Priya Nair,40
T-1413,PRJ095,PRJ-SITE,In Progress,Site Preparation,West Yard,01/24/2024,02/21/2024,,9.0,Low,False,Equipment Failure,High,68.0,Delay of 9 day(s) associated with equipment failure,Suresh Kumar,40
T-1414,PRJ026,PRJ-STR,In Progress,Flooring Work,Lobby,12/08/2024,12/14/2024,,-2.0,High,False,None,High,82.7,Completed 2 day(s) ahead of schedule,Meena Pillai,30
T-1415,PRJ005,PRJ-STR,In Progress,Concrete Work,Roof,06/18/2025,06/30/2025,,1.0,Low,False,Design Revision,Low,80.3,Delay of 1 day(s) associated with design revision,Arjun Desai,40
T-1416,PRJ069,PRJ-INT,Open,Plumbing Work,South Facade,10/17/2024,11/06/2024,,4.0,Low,False,Weather Delay,Medium,91.2,Delay of 4 day(s) associated with weather delay,Lakshmi Iyer,40
T-1417,PRJ059,PRJ-STR,Open,Flooring Work,Roof,07/18/2025,07/27/2025,,-5.0,Low,False,None,Medium,47.5,Completed 5 day(s) ahead of schedule,Rajan Mehta,40
T-1418,PRJ089,PRJ-MEP,In Progress,Structural Installation,Lobby,05/31/2025,06/27/2025,,-2.0,High,False,None,Medium,76.9,Completed 2 day(s) ahead of schedule,Asha Verma,40
T-1419,PRJ058,PRJ-MEP,Open,Electrical Installation,West Yard,02/19/2024,03/18/2024,,2.0,Low,False,Site Constraint,High,87.6,Delay of 2 day(s) associated with site constraint,Dev Kapoor,40
T-1420,PRJ077,PRJ-MEP,On Hold,Painting and Finishes,Mechanical,02/11/2025,02/24/2025,,7.0,High,False,Weather Delay,High,99.8,Delay of 7 day(s) associated with weather delay,Priya Nair,40
T-1421,PRJ079,PRJ-STR,Open,Flooring Work,Basement,05/05/2024,05/28/2024,,4.0,Medium,False,Approval Delay,Medium,50.8,Delay of 4 day(s) associated with approval delay,Suresh Kumar,40
T-1422,PRJ001,PRJ-SITE,Open,Plumbing Work,West Yard,12/21/2024,01/14/2025,,7.0,Low,False,Material Delay,Medium,64.6,Delay of 7 day(s) associated with material delay,Meena Pillai,30
T-1423,PRJ015,PRJ-SITE,Closed,Electrical Installation,North Wing,10/07/2024,10/29/2024,10/24/2024,-5.0,Low,False,None,Medium,15.0,Completed 5 day(s) ahead of schedule,Arjun Desai,40
T-1424,PRJ079,PRJ-MEP,Open,Curtain Wall Installation,Grid A5,08/12/2025,08/20/2025,,-1.0,Low,False,None,Low,56.4,Completed 1 day(s) ahead of schedule,Lakshmi Iyer,40
T-1425,PRJ018,PRJ-STR,On Hold,Structural Installation,North Wing,09/25/2025,09/29/2025,,2.0,Medium,False,Design Revision,Low,59.3,Delay of 2 day(s) associated with design revision,Rajan Mehta,40
T-1426,PRJ021,PRJ-INT,Closed,Flooring Work,Grid A5,12/02/2024,12/14/2024,12/10/2024,-4.0,High,False,None,Low,44.4,Completed 4 day(s) ahead of schedule,Asha Verma,40
T-1427,PRJ076,PRJ-ARC,Open,Flooring Work,Mechanical,01/27/2025,02/02/2025,,0.0,Low,False,None,Low,80.0,Completed on schedule,Dev Kapoor,40
T-1428,PRJ021,PRJ-ARC,Closed,Underground Utilities,Lobby,04/02/2025,04/13/2025,04/10/2025,-3.0,High,False,None,Low,73.3,Completed 3 day(s) ahead of schedule,Priya Nair,40
T-1429,PRJ015,PRJ-INT,Closed,Plumbing Work,Grid A5,04/23/2025,05/13/2025,05/16/2025,3.0,Low,True,Crane Breakdown,Medium,15.0,Delay of 3 day(s) associated with crane breakdown,Suresh Kumar,40
T-1430,PRJ002,PRJ-SITE,Closed,Plumbing Work,West Yard,04/08/2025,04/27/2025,04/30/2025,3.0,High,True,Labor Shortage,Medium,81.5,Delay of 3 day(s) associated with labor shortage,Meena Pillai,30
T-1431,PRJ047,PRJ-SITE,Closed,Electrical Installation,Lobby,07/25/2025,08/02/2025,07/30/2025,-3.0,High,False,None,High,47.2,Completed 3 day(s) ahead of schedule,Arjun Desai,40
T-1432,PRJ064,PRJ-MEP,Closed,Structural Installation,West Yard,12/17/2025,12/20/2025,12/22/2025,2.0,High,True,Material Delay,Medium,89.6,Delay of 2 day(s) associated with material delay,Lakshmi Iyer,40
T-1433,PRJ074,PRJ-INT,In Progress,Concrete Work,Roof,08/27/2025,09/05/2025,,-0.0,Medium,False,None,Low,36.5,Completed on schedule,Rajan Mehta,40
T-1434,PRJ091,PRJ-MEP,In Progress,Underground Utilities,Lobby,04/08/2024,04/23/2024,,-1.0,High,False,None,Low,75.9,Completed 1 day(s) ahead of schedule,Asha Verma,40
T-1435,PRJ066,PRJ-STR,Closed,Flooring Work,North Wing,12/13/2024,01/06/2025,01/07/2025,1.0,Low,True,Labor Shortage,Low,66.5,Delay of 1 day(s) associated with labor shortage,Dev Kapoor,40
T-1436,PRJ076,PRJ-MEP,On Hold,Site Preparation,Mechanical,12/02/2024,12/15/2024,,9.0,Low,False,Crane Breakdown,High,84.1,Delay of 9 day(s) associated with crane breakdown,Priya Nair,40
T-1437,PRJ022,PRJ-STR,In Progress,Curtain Wall Installation,Mechanical,01/06/2025,01/17/2025,,0.0,Low,False,None,Low,78.7,Completed on schedule,Suresh Kumar,40
T-1438,PRJ035,PRJ-STR,Closed,Flooring Work,West Yard,01/20/2025,02/07/2025,02/07/2025,-0.0,Medium,False,None,Medium,67.3,Completed on schedule,Meena Pillai,30
T-1439,PRJ031,PRJ-MEP,In Progress,Structural Installation,North Wing,06/08/2025,06/13/2025,,-4.0,Medium,False,None,High,28.9,Completed 4 day(s) ahead of schedule,Arjun Desai,40
T-1440,PRJ007,PRJ-MEP,Closed,Concrete Work,North Wing,11/03/2024,11/12/2024,11/12/2024,0.0,Medium,False,None,High,30.7,Completed on schedule,Lakshmi Iyer,40
T-1441,PRJ097,PRJ-SITE,On Hold,Structural Installation,Lobby,07/11/2024,07/15/2024,,-2.0,High,False,None,Low,57.5,Completed 2 day(s) ahead of schedule,Rajan Mehta,40
T-1442,PRJ025,PRJ-MEP,Open,Electrical Installation,West Yard,11/30/2024,12/17/2024,,-5.0,Low,False,None,Low,74.8,Completed 5 day(s) ahead of schedule,Asha Verma,40
T-1443,PRJ045,PRJ-SITE,Open,Curtain Wall Installation,Mechanical,09/15/2025,09/30/2025,,2.0,Medium,False,Weather Delay,Low,56.8,Delay of 2 day(s) associated with weather delay,Dev Kapoor,40
T-1444,PRJ036,PRJ-SITE,In Progress,Structural Installation,Mechanical,08/15/2024,09/03/2024,,2.0,Low,False,Crane Breakdown,Low,93.8,Delay of 2 day(s) associated with crane breakdown,Priya Nair,40
T-1445,PRJ005,PRJ-INT,In Progress,Underground Utilities,Basement,01/16/2024,02/05/2024,,-2.0,Medium,False,None,Low,66.6,Completed 2 day(s) ahead of schedule,Suresh Kumar,40
T-1446,PRJ091,PRJ-SITE,In Progress,Site Preparation,Grid A5,12/13/2025,12/27/2025,,-2.0,Medium,False,None,Medium,46.0,Completed 2 day(s) ahead of schedule,Meena Pillai,30
T-1447,PRJ022,PRJ-MEP,Open,Painting and Finishes,South Facade,05/22/2024,06/18/2024,,3.0,High,False,Weather Delay,High,66.7,Delay of 3 day(s) associated with weather delay,Arjun Desai,40
T-1448,PRJ011,PRJ-MEP,In Progress,HVAC Installation,South Facade,03/16/2025,04/13/2025,,5.0,Medium,False,Site Constraint,Medium,81.8,Delay of 5 day(s) associated with site constraint,Lakshmi Iyer,40
T-1449,PRJ035,PRJ-STR,In Progress,Painting and Finishes,Lobby,08/07/2025,08/13/2025,,-0.0,Low,False,None,Medium,84.7,Completed on schedule,Rajan Mehta,40
T-1450,PRJ015,PRJ-INT,In Progress,Painting and Finishes,Roof,07/19/2024,08/16/2024,,2.0,Medium,False,Design Revision,Low,131.4,Delay of 2 day(s) associated with design revision,Asha Verma,40
T-1451,PRJ100,PRJ-MEP,Closed,HVAC Installation,South Facade,09/05/2024,09/13/2024,09/18/2024,5.0,Low,True,Equipment Failure,High,54.9,Delay of 5 day(s) associated with equipment failure,Dev Kapoor,40
T-1452,PRJ019,PRJ-INT,Closed,Electrical Installation,North Wing,07/23/2024,08/01/2024,07/25/2024,-7.0,High,False,None,Medium,72.8,Completed 7 day(s) ahead of schedule,Priya Nair,40
T-1453,PRJ031,PRJ-MEP,Closed,Plumbing Work,South Facade,04/19/2024,05/06/2024,05/09/2024,3.0,Medium,True,Crane Breakdown,High,87.8,Delay of 3 day(s) associated with crane breakdown,Suresh Kumar,40
T-1454,PRJ028,PRJ-STR,Closed,Flooring Work,Basement,04/21/2024,04/24/2024,04/26/2024,2.0,Low,True,Labor Shortage,High,74.3,Delay of 2 day(s) associated with labor shortage,Meena Pillai,30
T-1455,PRJ003,PRJ-INT,Closed,Plumbing Work,North Wing,05/16/2024,05/29/2024,05/26/2024,-3.0,Low,False,None,Low,60.0,Completed 3 day(s) ahead of schedule,Arjun Desai,40
T-1456,PRJ002,PRJ-ARC,In Progress,Plumbing Work,Mechanical,11/30/2024,12/08/2024,,-4.0,Low,False,None,Low,28.5,Completed 4 day(s) ahead of schedule,Lakshmi Iyer,40
T-1457,PRJ052,PRJ-ARC,Closed,Curtain Wall Installation,Basement,01/22/2025,02/07/2025,02/03/2025,-4.0,High,False,None,Low,59.7,Completed 4 day(s) ahead of schedule,Rajan Mehta,40
T-1458,PRJ024,PRJ-SITE,Open,Site Preparation,Roof,01/12/2024,02/06/2024,,5.0,Medium,False,Site Constraint,Medium,42.8,Delay of 5 day(s) associated with site constraint,Asha Verma,40
T-1459,PRJ009,PRJ-SITE,In Progress,Painting and Finishes,West Yard,09/09/2025,10/07/2025,,-0.0,High,False,None,High,23.2,Completed on schedule,Dev Kapoor,40
T-1460,PRJ030,PRJ-SITE,In Progress,Flooring Work,Grid A5,05/08/2025,05/16/2025,,-1.0,Medium,False,None,Low,51.1,Completed 1 day(s) ahead of schedule,Priya Nair,40
T-1461,PRJ028,PRJ-STR,Closed,Painting and Finishes,West Yard,02/21/2024,03/10/2024,03/15/2024,5.0,Medium,True,Weather Delay,Medium,43.6,Delay of 5 day(s) associated with weather delay,Suresh Kumar,40
T-1462,PRJ043,PRJ-ARC,Closed,Plumbing Work,North Wing,09/07/2025,09/23/2025,09/23/2025,-0.0,Low,False,None,Medium,92.5,Completed on schedule,Meena Pillai,30
T-1463,PRJ100,PRJ-INT,Open,Structural Installation,Mechanical,01/23/2024,02/06/2024,,4.0,High,False,Design Revision,Low,93.0,Delay of 4 day(s) associated with design revision,Arjun Desai,40
T-1464,PRJ031,PRJ-INT,In Progress,HVAC Installation,Lobby,02/13/2025,03/05/2025,,-2.0,Medium,False,None,Low,47.9,Completed 2 day(s) ahead of schedule,Lakshmi Iyer,40
T-1465,PRJ071,PRJ-INT,Open,Curtain Wall Installation,West Yard,12/05/2024,01/04/2025,,6.0,Medium,False,Labor Shortage,Medium,67.2,Delay of 6 day(s) associated with labor shortage,Rajan Mehta,40
T-1466,PRJ077,PRJ-MEP,Closed,Flooring Work,Roof,01/01/2025,01/15/2025,01/14/2025,-1.0,Medium,False,None,Medium,19.3,Completed 1 day(s) ahead of schedule,Asha Verma,40
T-1467,PRJ006,PRJ-STR,Closed,Structural Installation,Mechanical,11/29/2025,12/03/2025,12/03/2025,0.0,Medium,False,None,Medium,60.2,Completed on schedule,Dev Kapoor,40
T-1468,PRJ051,PRJ-MEP,In Progress,HVAC Installation,South Facade,11/07/2025,12/05/2025,,-2.0,High,False,None,Low,87.0,Completed 2 day(s) ahead of schedule,Priya Nair,40
T-1469,PRJ045,PRJ-STR,In Progress,Curtain Wall Installation,Grid A5,07/22/2024,08/20/2024,,1.0,Low,False,Weather Delay,Medium,99.7,Delay of 1 day(s) associated with weather delay,Suresh Kumar,40
T-1470,PRJ051,PRJ-MEP,In Progress,Plumbing Work,North Wing,02/27/2025,03/11/2025,,-2.0,Medium,False,None,Low,53.6,Completed 2 day(s) ahead of schedule,Meena Pillai,30
T-1471,PRJ018,PRJ-ARC,In Progress,Site Preparation,Roof,12/01/2025,12/18/2025,,9.0,Medium,False,Site Constraint,High,106.6,Delay of 9 day(s) associated with site constraint,Arjun Desai,40
T-1472,PRJ047,PRJ-STR,Closed,Flooring Work,Roof,06/16/2025,07/13/2025,07/08/2025,-5.0,Medium,False,None,Low,29.5,Completed 5 day(s) ahead of schedule,Lakshmi Iyer,40
T-1473,PRJ013,PRJ-STR,Closed,Electrical Installation,South Facade,10/10/2025,10/27/2025,10/22/2025,-5.0,Low,False,None,Low,37.6,Completed 5 day(s) ahead of schedule,Rajan Mehta,40
T-1474,PRJ095,PRJ-SITE,In Progress,Curtain Wall Installation,Grid A5,11/13/2024,11/29/2024,,2.0,Low,False,Approval Delay,Medium,96.3,Delay of 2 day(s) associated with approval delay,Asha Verma,40
T-1475,PRJ059,PRJ-ARC,In Progress,Concrete Work,South Facade,07/25/2024,08/22/2024,,7.0,Medium,False,Equipment Failure,Medium,125.1,Delay of 7 day(s) associated with equipment failure,Dev Kapoor,40
T-1476,PRJ004,PRJ-INT,Open,Painting and Finishes,Basement,01/07/2025,02/02/2025,,5.0,Medium,False,Equipment Failure,Medium,89.8,Delay of 5 day(s) associated with equipment failure,Priya Nair,40
T-1477,PRJ051,PRJ-SITE,Open,Painting and Finishes,Grid A5,08/19/2025,09/05/2025,,-2.0,Medium,False,None,Medium,73.8,Completed 2 day(s) ahead of schedule,Suresh Kumar,40
T-1478,PRJ093,PRJ-INT,Open,HVAC Installation,Lobby,11/09/2025,11/16/2025,,-2.0,Medium,False,None,High,15.0,Completed 2 day(s) ahead of schedule,Meena Pillai,30
T-1479,PRJ075,PRJ-SITE,In Progress,HVAC Installation,Roof,05/15/2025,05/30/2025,,-0.0,Medium,False,None,Medium,15.0,Completed on schedule,Arjun Desai,40
T-1480,PRJ028,PRJ-STR,On Hold,Underground Utilities,West Yard,05/30/2025,06/20/2025,,9.0,Medium,False,Labor Shortage,Medium,78.9,Delay of 9 day(s) associated with labor shortage,Lakshmi Iyer,40
T-1481,PRJ090,PRJ-ARC,In Progress,Site Preparation,Lobby,01/08/2025,01/18/2025,,4.0,Medium,False,Equipment Failure,Medium,64.3,Delay of 4 day(s) associated with equipment failure,Rajan Mehta,40
T-1482,PRJ019,PRJ-STR,Open,Flooring Work,Grid A5,08/21/2024,09/08/2024,,-7.0,Low,False,None,Low,41.8,Completed 7 day(s) ahead of schedule,Asha Verma,40
T-1483,PRJ025,PRJ-STR,Open,Curtain Wall Installation,South Facade,11/04/2024,11/25/2024,,-0.0,Medium,False,None,Medium,77.0,Completed on schedule,Dev Kapoor,40
T-1484,PRJ016,PRJ-MEP,In Progress,HVAC Installation,West Yard,12/29/2024,01/03/2025,,-4.0,Medium,False,None,Low,78.5,Completed 4 day(s) ahead of schedule,Priya Nair,40
T-1485,PRJ093,PRJ-STR,Closed,Flooring Work,Roof,08/18/2025,09/05/2025,09/06/2025,1.0,Low,True,Material Delay,Medium,103.3,Delay of 1 day(s) associated with material delay,Suresh Kumar,40
T-1486,PRJ072,PRJ-MEP,In Progress,HVAC Installation,Basement,02/09/2025,03/04/2025,,4.0,Medium,False,Site Constraint,Low,79.1,Delay of 4 day(s) associated with site constraint,Meena Pillai,30
T-1487,PRJ052,PRJ-INT,Closed,Site Preparation,South Facade,08/01/2025,08/10/2025,08/10/2025,0.0,Medium,False,None,High,111.9,Completed on schedule,Arjun Desai,40
T-1488,PRJ067,PRJ-STR,Closed,Underground Utilities,South Facade,01/20/2024,02/07/2024,02/02/2024,-5.0,Low,False,None,Medium,75.2,Completed 5 day(s) ahead of schedule,Lakshmi Iyer,40
T-1489,PRJ026,PRJ-SITE,Open,Electrical Installation,Basement,07/06/2025,07/28/2025,,0.0,Medium,False,None,High,71.5,Completed on schedule,Rajan Mehta,40
T-1490,PRJ008,PRJ-SITE,Closed,Site Preparation,Roof,01/05/2025,01/09/2025,01/11/2025,2.0,Medium,True,Weather Delay,Medium,106.9,Delay of 2 day(s) associated with weather delay,Asha Verma,40
T-1491,PRJ085,PRJ-SITE,On Hold,Curtain Wall Installation,Lobby,12/29/2025,01/19/2026,,2.0,Medium,False,Crane Breakdown,Low,45.6,Delay of 2 day(s) associated with crane breakdown,Dev Kapoor,40
T-1492,PRJ097,PRJ-STR,In Progress,Underground Utilities,North Wing,12/10/2024,12/20/2024,,10.0,Medium,False,Equipment Failure,High,159.4,Delay of 10 day(s) associated with equipment failure,Priya Nair,40
T-1493,PRJ004,PRJ-INT,Open,Electrical Installation,North Wing,12/15/2024,12/29/2024,,5.0,Medium,False,Equipment Failure,Medium,86.3,Delay of 5 day(s) associated with equipment failure,Suresh Kumar,40
T-1494,PRJ006,PRJ-INT,On Hold,HVAC Installation,Lobby,04/03/2024,04/24/2024,,-1.0,Medium,False,None,Medium,86.4,Completed 1 day(s) ahead of schedule,Meena Pillai,30
T-1495,PRJ056,PRJ-INT,Closed,Structural Installation,Basement,08/12/2025,08/15/2025,08/19/2025,4.0,High,True,Site Constraint,Medium,90.8,Delay of 4 day(s) associated with site constraint,Arjun Desai,40
T-1496,PRJ005,PRJ-MEP,In Progress,HVAC Installation,Mechanical,05/27/2025,05/30/2025,,3.0,Medium,False,Material Delay,Medium,131.3,Delay of 3 day(s) associated with material delay,Lakshmi Iyer,40
T-1497,PRJ073,PRJ-MEP,In Progress,Painting and Finishes,West Yard,09/21/2025,10/06/2025,,8.0,Medium,False,Material Delay,High,98.8,Delay of 8 day(s) associated with material delay,Rajan Mehta,40
T-1498,PRJ095,PRJ-MEP,Open,Flooring Work,South Facade,03/08/2024,04/06/2024,,-6.0,Medium,False,None,Medium,26.8,Completed 6 day(s) ahead of schedule,Asha Verma,40
T-1499,PRJ028,PRJ-INT,Closed,Structural Installation,North Wing,06/03/2024,06/06/2024,06/05/2024,-1.0,Medium,False,None,Low,117.1,Completed 1 day(s) ahead of schedule,Dev Kapoor,40
T-1500,PRJ030,PRJ-SITE,In Progress,Curtain Wall Installation,Basement,10/02/2025,10/27/2025,,2.0,Medium,False,Labor Shortage,Medium,64.8,Delay of 2 day(s) associated with labor shortage,Priya Nair,40
T-1501,PRJ087,PRJ-SITE,Open,Concrete Work,South Facade,01/31/2024,02/05/2024,,4.0,Medium,False,Material Delay,Medium,78.2,Delay of 4 day(s) associated with material delay,Suresh Kumar,40
T-1502,PRJ036,PRJ-INT,Closed,Electrical Installation,South Facade,01/05/2025,01/21/2025,01/16/2025,-5.0,High,False,None,High,36.6,Completed 5 day(s) ahead of schedule,Meena Pillai,30
T-1503,PRJ025,PRJ-INT,On Hold,Flooring Work,Roof,10/22/2024,11/06/2024,,1.0,High,False,Approval Delay,Low,90.8,Delay of 1 day(s) associated with approval delay,Arjun Desai,40
T-1504,PRJ009,PRJ-MEP,Closed,Flooring Work,Basement,11/16/2025,12/02/2025,11/27/2025,-5.0,Medium,False,None,Medium,55.5,Completed 5 day(s) ahead of schedule,Lakshmi Iyer,40
T-1505,PRJ084,PRJ-INT,In Progress,HVAC Installation,Basement,09/17/2025,09/22/2025,,6.0,Medium,False,Material Delay,High,78.0,Delay of 6 day(s) associated with material delay,Rajan Mehta,40
T-1506,PRJ093,PRJ-SITE,Open,Flooring Work,Roof,10/16/2025,11/09/2025,,2.0,High,False,Approval Delay,Medium,66.5,Delay of 2 day(s) associated with approval delay,Asha Verma,40
T-1507,PRJ008,PRJ-MEP,On Hold,HVAC Installation,North Wing,07/30/2024,08/09/2024,,11.0,Medium,False,Material Delay,Medium,132.8,Delay of 11 day(s) associated with material delay,Dev Kapoor,40
T-1508,PRJ081,PRJ-STR,On Hold,Flooring Work,Roof,03/04/2025,03/28/2025,,4.0,High,False,Design Revision,Medium,134.5,Delay of 4 day(s) associated with design revision,Priya Nair,40
T-1509,PRJ016,PRJ-STR,In Progress,Flooring Work,Basement,05/26/2025,06/16/2025,,2.0,Medium,False,Site Constraint,Low,76.4,Delay of 2 day(s) associated with site constraint,Suresh Kumar,40
T-1510,PRJ014,PRJ-STR,Closed,Concrete Work,Grid A5,12/07/2025,12/25/2025,12/30/2025,5.0,Low,True,Labor Shortage,Medium,76.9,Delay of 5 day(s) associated with labor shortage,Meena Pillai,30
T-1511,PRJ039,PRJ-INT,In Progress,Site Preparation,West Yard,01/06/2024,01/17/2024,,-6.0,Low,False,None,Low,63.8,Completed 6 day(s) ahead of schedule,Arjun Desai,40
T-1512,PRJ044,PRJ-INT,In Progress,Structural Installation,Grid A5,12/14/2025,01/04/2026,,2.0,High,False,Equipment Failure,Low,108.2,Delay of 2 day(s) associated with equipment failure,Lakshmi Iyer,40
T-1513,PRJ086,PRJ-SITE,Open,HVAC Installation,West Yard,09/16/2024,10/16/2024,,4.0,Low,False,Labor Shortage,Medium,65.1,Delay of 4 day(s) associated with labor shortage,Rajan Mehta,40
T-1514,PRJ070,PRJ-SITE,Open,Electrical Installation,South Facade,04/03/2024,05/01/2024,,-1.0,Medium,False,None,Medium,62.4,Completed 1 day(s) ahead of schedule,Asha Verma,40
T-1515,PRJ015,PRJ-STR,Open,Curtain Wall Installation,Mechanical,03/25/2025,04/22/2025,,1.0,Medium,False,Weather Delay,High,104.4,Delay of 1 day(s) associated with weather delay,Dev Kapoor,40
T-1516,PRJ059,PRJ-SITE,Closed,Flooring Work,Basement,07/24/2025,08/02/2025,08/02/2025,0.0,Low,False,None,Low,58.9,Completed on schedule,Priya Nair,40
T-1517,PRJ088,PRJ-MEP,Open,Concrete Work,North Wing,04/04/2024,04/23/2024,,-6.0,Medium,False,None,Low,73.9,Completed 6 day(s) ahead of schedule,Suresh Kumar,40
T-1518,PRJ067,PRJ-INT,Open,HVAC Installation,West Yard,01/30/2024,02/13/2024,,0.0,Medium,False,None,High,27.6,Completed on schedule,Meena Pillai,30
T-1519,PRJ023,PRJ-MEP,In Progress,Concrete Work,Basement,10/16/2025,11/15/2025,,0.0,Low,False,None,Low,96.1,Completed on schedule,Arjun Desai,40
T-1520,PRJ013,PRJ-MEP,Open,Concrete Work,Grid A5,11/12/2025,12/11/2025,,2.0,High,False,Site Constraint,Low,133.2,Delay of 2 day(s) associated with site constraint,Lakshmi Iyer,40
T-1521,PRJ046,PRJ-STR,Open,Site Preparation,North Wing,04/24/2024,05/21/2024,,-4.0,High,False,None,Low,96.6,Completed 4 day(s) ahead of schedule,Rajan Mehta,40
T-1522,PRJ048,PRJ-SITE,In Progress,Structural Installation,Lobby,10/21/2025,10/28/2025,,1.0,Medium,False,Weather Delay,Medium,118.9,Delay of 1 day(s) associated with weather delay,Asha Verma,40
T-1523,PRJ036,PRJ-STR,In Progress,HVAC Installation,Lobby,10/26/2025,11/06/2025,,4.0,Low,False,Site Constraint,High,49.6,Delay of 4 day(s) associated with site constraint,Dev Kapoor,40
T-1524,PRJ011,PRJ-STR,Closed,Painting and Finishes,Lobby,12/29/2025,01/20/2026,01/23/2026,3.0,Medium,True,Material Delay,Medium,82.1,Delay of 3 day(s) associated with material delay,Priya Nair,40
T-1525,PRJ012,PRJ-INT,On Hold,Painting and Finishes,West Yard,06/06/2024,06/29/2024,,10.0,Low,False,Crane Breakdown,Medium,46.7,Delay of 10 day(s) associated with crane breakdown,Suresh Kumar,40
T-1526,PRJ053,PRJ-STR,Open,Structural Installation,North Wing,02/26/2025,03/10/2025,,-7.0,Medium,False,None,Low,68.2,Completed 7 day(s) ahead of schedule,Meena Pillai,30
T-1527,PRJ095,PRJ-STR,On Hold,Underground Utilities,Roof,12/26/2025,01/01/2026,,3.0,High,False,Crane Breakdown,Low,98.2,Delay of 3 day(s) associated with crane breakdown,Arjun Desai,40
T-1528,PRJ060,PRJ-INT,On Hold,Structural Installation,South Facade,10/20/2025,10/26/2025,,-0.0,High,False,None,Medium,78.1,Completed on schedule,Lakshmi Iyer,40
T-1529,PRJ044,PRJ-INT,Closed,HVAC Installation,Basement,03/17/2025,04/08/2025,04/06/2025,-2.0,High,False,None,Low,32.6,Completed 2 day(s) ahead of schedule,Rajan Mehta,40
T-1530,PRJ094,PRJ-STR,Closed,Site Preparation,Mechanical,05/23/2024,06/07/2024,05/31/2024,-7.0,Medium,False,None,Low,35.5,Completed 7 day(s) ahead of schedule,Asha Verma,40
T-1531,PRJ070,PRJ-SITE,Closed,Concrete Work,Lobby,03/02/2024,03/18/2024,03/11/2024,-7.0,Medium,False,None,Low,33.6,Completed 7 day(s) ahead of schedule,Dev Kapoor,40
T-1532,PRJ072,PRJ-SITE,Closed,Site Preparation,Grid A5,07/08/2024,08/02/2024,07/29/2024,-4.0,Medium,False,None,Low,89.7,Completed 4 day(s) ahead of schedule,Priya Nair,40
T-1533,PRJ058,PRJ-ARC,Closed,Structural Installation,Lobby,02/17/2024,02/20/2024,02/23/2024,3.0,Medium,True,Site Constraint,Medium,136.9,Delay of 3 day(s) associated with site constraint,Suresh Kumar,40
T-1534,PRJ077,PRJ-MEP,Open,Flooring Work,South Facade,05/22/2024,06/15/2024,,3.0,Medium,False,Labor Shortage,Medium,115.9,Delay of 3 day(s) associated with labor shortage,Meena Pillai,30
T-1535,PRJ051,PRJ-SITE,On Hold,Flooring Work,South Facade,02/24/2024,03/05/2024,,1.0,Low,False,Material Delay,Low,18.1,Delay of 1 day(s) associated with material delay,Arjun Desai,40
T-1536,PRJ063,PRJ-INT,In Progress,Painting and Finishes,Roof,07/10/2025,08/08/2025,,4.0,Low,False,Approval Delay,Medium,117.6,Delay of 4 day(s) associated with approval delay,Lakshmi Iyer,40
